"Movie","Year","Duration","Genres","Rating","Num_of_Votes","Five_Year","Final_Genre","Types_of_Duration"
"21 Ways to Ruin a Marriage",2013,89,"Comedy",6.3,1869,"2010","Comedy","Very Short"
"Contracted",2013,84,"Drama,Horror,Thriller",5.3,14097,"2010","Horror","Very Short"
"The Liar and His Lover",2013,117,"Romance",7,1015,"2010","Romance","Long"
"A Magnificent Haunting",2012,105,"Comedy,Drama,Fantasy",6.6,4893,"2010","Comedy","Just Nice"
"Muppets Most Wanted",2014,107,"Adventure,Comedy,Crime",6.4,31218,"2010","Comedy","Long"
"The Possession of Michael King",2014,83,"Horror",5.7,11548,"2010","Horror","Very Short"
"Blue-Eyed Butcher",2012,85,"Biography,Crime,Drama",5.6,1220,"2010","Drama","Very Short"
"Porn in the Hood",2012,95,"Comedy",5.3,1444,"2010","Comedy","Short"
"The Land of Hope",2012,133,"Drama,Sci-Fi",6.6,1043,"2010","Sci-Fi","Extremely Long"
"Men in Black: International",2019,114,"Action,Adventure,Comedy",5.6,105169,"2015","Adventure","Long"
"Jumanji: Welcome to the Jungle",2017,119,"Action,Adventure,Comedy",6.9,311914,"2015","Adventure","Long"
"OMG: Oh My God!",2012,125,"Comedy,Drama,Fantasy",8.1,50306,"2010","Drama","Extremely Long"
"Mary and Martha",2013,95,"Drama",6.9,3211,"2010","Drama","Short"
"The Right Kind of Wrong",2013,97,"Comedy,Romance",6.1,9246,"2010","Romance","Short"
"Man from Reno",2014,111,"Crime,Drama,Mystery",6.7,1768,"2010","Mystery","Long"
"Dracula: The Dark Prince",2013,100,"Action,Fantasy",3.8,1597,"2010","Fantasy","Just Nice"
"Blue Lagoon: The Awakening",2012,85,"Drama,Romance",5.5,13269,"2010","Romance","Very Short"
"Cockpit",2012,96,"Comedy",5.7,2123,"2010","Comedy","Short"
"Ego",2013,105,"Drama",6.2,3161,"2010","Drama","Just Nice"
"Rachcha",2012,143,"Action",4.4,2373,"2010","Action","Extremely Long"
"A Turtle's Tale 2: Sammy's Escape from Paradise",2012,92,"Adventure,Animation,Family",5.7,2029,"2010","Family","Short"
"Tot eshchyo Karloson!",2012,80,"Comedy,Drama",4.3,3478,"2010","Drama","Very Short"
"On My Way",2013,116,"Comedy,Drama",6.4,2207,"2010","Drama","Long"
"100 Bloody Acres",2012,91,"Comedy,Horror",6,3734,"2010","Horror","Short"
"Big Star: Nothing Can Hurt Me",2012,113,"Documentary,Music",7.1,1223,"2010","Music","Long"
"The Beginners",2015,125,"Drama,Romance",6.6,1819,"2015","Drama","Extremely Long"
"Northmen - A Viking Saga",2014,97,"Action,Drama,History",5.4,9066,"2010","Action","Short"
"Once Upon a Time in Shanghai",2014,96,"Action,Crime",6.8,1861,"2010","Action","Short"
"Chakravyuh",2012,152,"Action,Drama,Thriller",6.8,3012,"2010","Drama","Extremely Long"
"The Billionaire",2011,131,"Biography,Drama",7.7,1703,"2010","Drama","Extremely Long"
"The Canyons",2013,99,"Drama,Thriller",3.8,10383,"2010","Drama","Just Nice"
"Vive la France",2013,94,"Comedy",5.8,3649,"2010","Comedy","Short"
"The Making of a Lady",2012,95,"Drama",6.7,1217,"2010","Drama","Short"
"Minions",2015,91,"Adventure,Animation,Comedy",6.4,209009,"2015","Animation","Short"
"Scorned",2013,86,"Thriller",4.7,2018,"2010","Thriller","Very Short"
"22 Jump Street",2014,112,"Action,Comedy,Crime",7,341144,"2010","Action","Long"
"Lesson of the Evil",2012,129,"Horror,Thriller",6.6,5402,"2010","Thriller","Extremely Long"
"Dhammu",2012,155,"Action,Drama",5.1,1841,"2010","Drama","Extremely Long"
"Frozen",2013,102,"Adventure,Animation,Comedy",7.4,563818,"2010","Comedy","Just Nice"
"In a World...",2013,93,"Comedy",6.7,30658,"2010","Comedy","Short"
"Mansome",2012,82,"Documentary",5.4,2812,"2010","Documentary","Very Short"
"Zero Charisma",2013,86,"Comedy,Drama",6.2,2529,"2010","Drama","Very Short"
"McCanick",2013,96,"Crime,Drama,Mystery",4.7,1496,"2010","Drama","Short"
"Falcon Rising",2014,103,"Action,Adventure,Crime",5.8,7863,"2010","Crime","Just Nice"
"Tai Chi 2: The Hero Rises",2012,100,"Action,Adventure",6.2,3282,"2010","Adventure","Just Nice"
"Concussion",2013,96,"Drama",5.7,4981,"2010","Drama","Short"
"Head Over Heels 2",2012,115,"Comedy,Romance",5.8,1187,"2010","Comedy","Long"
"Sherlock Gnomes",2018,86,"Adventure,Animation,Comedy",5.2,9956,"2015","Adventure","Very Short"
"Pink Floyd: The Story of Wish You Were Here",2012,85,"Documentary,Music",8,1548,"2010","Music","Very Short"
"TimeScapes",2012,52,"Documentary",7.8,1102,"2010","Documentary","Very Short"
"Whitewash",2013,90,"Drama,Thriller",5.8,1594,"2010","Drama","Very Short"
"Doomsday Book",2012,115,"Comedy,Drama,Fantasy",5.9,3172,"2010","Fantasy","Long"
"Love is in the Air",2013,96,"Comedy,Romance",6.3,4563,"2010","Comedy","Short"
"Free the Nipple",2014,78,"Comedy,Drama",3.9,1633,"2010","Comedy","Very Short"
"Suzanne",2013,94,"Drama",6.7,1570,"2010","Drama","Short"
"La cinquième saison",2012,93,"Drama,Mystery",6.9,1332,"2010","Mystery","Short"
"Blood Glacier",2013,98,"Horror,Mystery,Sci-Fi",5.4,3394,"2010","Horror","Just Nice"
"Killing Lincoln",2013,92,"Biography,Drama,History",6.7,2098,"2010","Drama","Short"
"Pieta",2012,103,"Crime,Drama",7.2,12847,"2010","Drama","Just Nice"
"Jessabelle",2014,90,"Drama,Horror,Mystery",5.4,22420,"2010","Mystery","Very Short"
"Sex After Kids",2013,105,"Comedy",5.4,1107,"2010","Comedy","Just Nice"
"Shootout at Wadala",2013,155,"Action,Biography,Crime",5.9,6128,"2010","Crime","Extremely Long"
"The Dance of Reality",2013,133,"Biography,Drama,Fantasy",7.5,7682,"2010","Fantasy","Extremely Long"
"Olympus Has Fallen",2013,119,"Action,Thriller",6.5,253918,"2010","Thriller","Long"
"I",2015,188,"Action,Drama,Thriller",7.4,18648,"2015","Thriller","Extremely Long"
"The Selfish Giant",2013,91,"Drama",7.3,11462,"2010","Drama","Short"
"23 Blast",2014,98,"Drama,Family,Sport",6.5,1716,"2010","Family","Just Nice"
"Gabbar Singh",2012,153,"Action,Comedy",7,5634,"2010","Action","Extremely Long"
"Mandela: Long Walk to Freedom",2013,141,"Biography,Drama,History",7.1,26224,"2010","History","Extremely Long"
"The Green Prince",2014,101,"Biography,Documentary",7.2,2567,"2010","Documentary","Just Nice"
"The 5th Wave",2016,112,"Action,Adventure,Sci-Fi",5.2,98147,"2015","Sci-Fi","Long"
"Reasonable Doubt",2014,91,"Crime,Drama,Thriller",5.7,18629,"2010","Thriller","Short"
"Wild",2014,115,"Biography,Drama",7.1,118738,"2010","Drama","Long"
"Sound City",2013,107,"Documentary,Music",7.8,12052,"2010","Documentary","Long"
"The Falls",2012,91,"Drama,Romance",6.7,2130,"2010","Romance","Short"
"One Eyed Girl",2013,102,"Drama,Thriller",6.5,3393,"2010","Drama","Just Nice"
"A Night in Old Mexico",2013,103,"Adventure,Drama,Western",5.7,3412,"2010","Drama","Just Nice"
"Helpless",2012,117,"Drama,Mystery,Thriller",6.7,1798,"2010","Mystery","Long"
"Home Alone: The Holiday Heist",2012,87,"Comedy,Crime,Family",3.5,7703,"2010","Crime","Very Short"
"Ishaqzaade",2012,120,"Action,Drama,Romance",6.5,6696,"2010","Romance","Extremely Long"
"We Are What We Are",2013,105,"Drama,Horror,Thriller",5.9,19818,"2010","Thriller","Just Nice"
"Big Bad Wolves",2013,110,"Drama,Horror,Thriller",6.8,15225,"2010","Thriller","Long"
"The Gallows",2015,81,"Horror,Mystery,Thriller",4.2,19081,"2015","Mystery","Very Short"
"Singam 2",2013,166,"Action,Thriller",6.3,5476,"2010","Action","Extremely Long"
"Singham Returns",2014,142,"Action,Drama",5.7,7274,"2010","Drama","Extremely Long"
"The Gatekeepers",2012,101,"Documentary,History,War",7.6,5411,"2010","History","Just Nice"
"Afflicted",2013,85,"Action,Adventure,Horror",6.3,21504,"2010","Adventure","Very Short"
"Hate Story",2012,140,"Drama,Thriller",5.3,3384,"2010","Drama","Extremely Long"
"Small Time",2014,104,"Drama",6,1280,"2010","Drama","Just Nice"
"The Hobbit: The Battle of the Five Armies",2014,144,"Adventure,Fantasy",7.4,466704,"2010","Adventure","Extremely Long"
"La vida inesperada",2013,105,"Comedy",6.2,1013,"2010","Comedy","Just Nice"
"All About the Money",2017,90,"Action,Adventure,Comedy",5.6,1843,"2015","Adventure","Very Short"
"Dick Figures: The Movie",2013,73,"Action,Adventure,Animation",6.8,1343,"2010","Action","Very Short"
"Reincarnated",2012,96,"Documentary,Music",6.2,2376,"2010","Documentary","Short"
"Homefront",2013,100,"Action,Crime,Thriller",6.5,105815,"2010","Crime","Just Nice"
"Afternoon Delight",2013,98,"Comedy,Drama",5.7,9474,"2010","Drama","Just Nice"
"Casting Couch",2013,94,"Comedy",4.4,2732,"2010","Comedy","Short"
"Behaving Badly",2014,97,"Comedy,Romance",4.4,9881,"2010","Romance","Short"
"Breakout",2013,89,"Action,Crime,Drama",4.2,2612,"2010","Action","Very Short"
"A Werewolf Boy",2012,122,"Fantasy,Romance",7.3,6590,"2010","Fantasy","Extremely Long"
"Me, Myself and Mum",2013,85,"Comedy",6.7,7185,"2010","Comedy","Very Short"
"The Great Passage",2013,134,"Drama",7.2,2031,"2010","Drama","Extremely Long"
"The Hour of the Lynx",2013,93,"Crime,Drama",6.2,1395,"2010","Drama","Short"
"Una",2016,94,"Drama,Romance",6.2,9387,"2015","Drama","Short"
"Galveston",2018,91,"Action,Crime,Drama",6.2,11154,"2015","Action","Short"
"For Those in Peril",2013,92,"Drama",6.4,1026,"2010","Drama","Short"
"Alien: Covenant",2017,122,"Horror,Sci-Fi,Thriller",6.4,250075,"2015","Thriller","Extremely Long"
"Enemy",2013,91,"Drama,Mystery,Thriller",6.9,164134,"2010","Thriller","Short"
"Blue Iguana",2018,100,"Action,Comedy,Crime",5.5,2342,"2015","Comedy","Just Nice"
"Beauty and the Beast",2014,112,"Drama,Family,Fantasy",6.4,19409,"2010","Family","Long"
"The Better Angels",2014,95,"Biography,Drama,History",6.1,1247,"2010","Biography","Short"
"The Machine",2013,91,"Action,Drama,Sci-Fi",6.1,29851,"2010","Action","Short"
"Vicky Donor",2012,126,"Comedy,Romance",7.8,39121,"2010","Romance","Extremely Long"
"12 Rounds 2: Reloaded",2013,95,"Action,Adventure,Thriller",5.3,5214,"2010","Thriller","Short"
"Endless Love",2014,104,"Drama,Romance",6.3,39958,"2010","Romance","Just Nice"
"Belyy tigr",2012,104,"Action,Adventure,Fantasy",6.1,3565,"2010","Action","Just Nice"
"Hell Baby",2013,98,"Comedy,Horror",4.9,8846,"2010","Comedy","Just Nice"
"Out in the Dark",2012,96,"Crime,Drama,Romance",7.5,7496,"2010","Crime","Short"
"The Final Member",2012,75,"Comedy,Documentary,Drama",6.5,1112,"2010","Drama","Very Short"
"The Grand Seduction",2013,113,"Comedy",7,15653,"2010","Comedy","Long"
"41",2012,80,"Drama,Sci-Fi",6.4,1476,"2010","Sci-Fi","Very Short"
"Girlfriend Boyfriend",2012,106,"Drama,Romance",7,1752,"2010","Romance","Long"
"Jannat 2",2012,150,"Crime,Drama,Thriller",6.1,5122,"2010","Thriller","Extremely Long"
"A Viking Saga: The Darkest Day",2013,88,"Action,Adventure,Thriller",4.1,1283,"2010","Action","Very Short"
"War of the Worlds: Goliath",2012,85,"Action,Adventure,Animation",5.4,1086,"2010","Adventure","Very Short"
"Back on Track",2013,114,"Comedy,Drama,Sport",7.2,2202,"2010","Comedy","Long"
"ABCD (Any Body Can Dance)",2013,160,"Drama,Music",6.3,6162,"2010","Drama","Extremely Long"
"House of Bodies",2013,79,"Crime,Drama,Thriller",4.3,3163,"2010","Drama","Very Short"
"My Life as a Zucchini",2016,66,"Animation,Comedy,Drama",7.8,21083,"2015","Drama","Very Short"
"Mee Shivajiraje Bhosale Boltoy",2009,149,"Drama",7.9,1646,"2005","Drama","Extremely Long"
"Uncanny",2015,91,"Drama,Horror,Sci-Fi",6.2,5141,"2015","Sci-Fi","Short"
"The Spy",2012,108,"Action,Drama,Thriller",5.4,1159,"2010","Drama","Long"
"The Babadook",2014,94,"Drama,Horror",6.8,192281,"2010","Horror","Short"
"Dabbe: Bir Cin Vakasi",2012,119,"Horror",5.9,3524,"2010","Horror","Long"
"Fifty Shades of Grey",2015,125,"Drama,Romance,Thriller",4.1,294583,"2015","Drama","Extremely Long"
"Mojave",2015,93,"Drama,Thriller",5.2,4322,"2015","Drama","Short"
"The Turning",2013,180,"Drama",5.9,1287,"2010","Drama","Extremely Long"
"Hungry for Change",2012,89,"Documentary",7.5,3079,"2010","Documentary","Very Short"
"Anohana the Movie: The Flower We Saw That Day (Ano hi mita hana no namae wo bokutachi wa mada shiran",2013,99,"Adventure,Animation,Drama",7.4,1716,"2010","Drama","Just Nice"
"Mere Dad Ki Maruti",2013,101,"Comedy,Drama,Romance",6.4,4422,"2010","Comedy","Just Nice"
"The Conspiracy",2012,84,"Horror,Thriller",6.3,10120,"2010","Thriller","Very Short"
"The Thieves",2012,135,"Action,Comedy,Crime",6.8,8888,"2010","Crime","Extremely Long"
"Wanderer (I)",2012,160,"Action,Comedy",7.2,4496,"2010","Comedy","Extremely Long"
"Rememory",2017,111,"Drama,Mystery,Sci-Fi",6.2,15108,"2015","Drama","Long"
"Like Father, Like Son",2013,121,"Drama",7.8,21194,"2010","Drama","Extremely Long"
"Naan",2012,135,"Crime,Drama,Thriller",7.5,1403,"2010","Thriller","Extremely Long"
"The Fitzgerald Family Christmas",2012,99,"Drama",6.2,1388,"2010","Drama","Just Nice"
"Till Luck Do Us Part",2012,104,"Comedy",5.4,2040,"2010","Comedy","Just Nice"
"Leviathan",2012,87,"Documentary",6.6,3293,"2010","Documentary","Very Short"
"Crystal Fairy & the Magical Cactus",2013,98,"Adventure,Comedy,Drama",5.8,7814,"2010","Comedy","Just Nice"
"Fateful Findings",2013,100,"Drama,Fantasy,Mystery",4.7,4580,"2010","Mystery","Just Nice"
"Blind Detective",2013,130,"Comedy,Crime,Drama",6.5,2881,"2010","Drama","Extremely Long"
"The Spirit of '45",2013,94,"Documentary,History",7.1,1095,"2010","History","Short"
"The Last Will and Testament of Rosalind Leigh",2012,82,"Horror,Mystery,Thriller",5.2,4139,"2010","Horror","Very Short"
"Deepsea Challenge",2014,91,"Documentary",6.8,1597,"2010","Documentary","Short"
"Dragonfyre",2013,97,"Action,Adventure,Fantasy",3.4,1800,"2010","Action","Short"
"7 Boxes",2012,105,"Adventure,Crime,Drama",7.1,5204,"2010","Crime","Just Nice"
"The Expendables 3",2014,126,"Action,Adventure,Thriller",6.1,166909,"2010","Action","Extremely Long"
"The Zero Theorem",2013,107,"Comedy,Drama,Fantasy",6.1,44914,"2010","Drama","Long"
"A Christmas Wedding Date",2012,83,"Comedy,Romance",5.3,1005,"2010","Comedy","Very Short"
"Cas & Dylan",2013,90,"Comedy,Drama",6.6,1162,"2010","Drama","Very Short"
"Fruitvale Station",2013,85,"Biography,Crime,Drama",7.5,74362,"2010","Crime","Very Short"
"Madame Bovary",2014,118,"Drama,Romance",5.7,7566,"2010","Drama","Long"
"Snatched",2017,90,"Action,Adventure,Comedy",4.5,32724,"2015","Comedy","Very Short"
"Blue Jasmine",2013,98,"Drama",7.3,189878,"2010","Drama","Just Nice"
"White House Down",2013,131,"Action,Drama,Thriller",6.4,203990,"2010","Drama","Extremely Long"
"The Dirties",2013,83,"Comedy,Crime,Drama",6.9,6300,"2010","Crime","Very Short"
"She Made Them Do It",2013,90,"Crime,Drama",6.3,1333,"2010","Drama","Very Short"
"Inch'Allah",2012,102,"Drama",6.9,2410,"2010","Drama","Just Nice"
"Bottom of the World",2017,85,"Drama,Mystery,Thriller",5.3,5025,"2015","Mystery","Very Short"
"Architecture 101",2012,118,"Drama,Romance",7.2,3177,"2010","Drama","Long"
"Tumbledown",2015,105,"Comedy,Music,Romance",6.2,6534,"2015","Music","Just Nice"
"Unicorn Store",2017,92,"Comedy,Drama,Fantasy",5.5,16959,"2015","Fantasy","Short"
"Gold",2013,101,"Adventure,Drama,Western",6.2,1050,"2010","Drama","Just Nice"
"Finsterworld",2013,91,"Drama",6.9,1812,"2010","Drama","Short"
"Kochadaiiyaan",2014,124,"Action,Animation",6.3,4733,"2010","Animation","Extremely Long"
"The Woman in Black 2: Angel of Death",2014,98,"Drama,Horror,Thriller",4.8,26319,"2010","Thriller","Just Nice"
"East Side Sushi",2014,106,"Drama",7.1,3015,"2010","Drama","Long"
"Come Out and Play",2012,105,"Horror",4.7,3056,"2010","Horror","Just Nice"
"Nautanki Saala!",2013,119,"Comedy",5.8,4113,"2010","Comedy","Long"
"Mais qui a re-tué Pamela Rose?",2012,90,"Comedy",5.3,1258,"2010","Comedy","Very Short"
"Neethaane En Ponvasantham",2012,153,"Romance",6.5,1527,"2010","Romance","Extremely Long"
"The Seven Year Hitch",2012,88,"Comedy,Romance",6,1292,"2010","Comedy","Very Short"
"Run & Jump",2013,106,"Drama",6.3,1225,"2010","Drama","Long"
"Knuckleball!",2012,93,"Documentary,Sport",7.1,1591,"2010","Documentary","Short"
"Heart of a Lion",2013,104,"Drama,Romance",7,3590,"2010","Romance","Just Nice"
"Sexy Baby",2012,84,"Documentary",6.1,1090,"2010","Documentary","Very Short"
"Third Person",2013,137,"Drama,Romance",6.3,26432,"2010","Drama","Extremely Long"
"Kadal",2013,165,"Drama,Romance",5.4,1417,"2010","Romance","Extremely Long"
"Parkland",2013,93,"Drama,History,Mystery",6.4,14981,"2010","History","Short"
"Grandmaster",2012,100,"Action,Thriller",7,1800,"2010","Action","Just Nice"
"Haunter",2013,97,"Fantasy,Horror,Mystery",5.9,16432,"2010","Fantasy","Short"
"The Rover",2014,103,"Action,Crime,Drama",6.4,44193,"2010","Action","Just Nice"
"The Mummy",2017,111,"Action,Adventure,Fantasy",5.4,170231,"2015","Fantasy","Long"
"Unforgiven",2013,135,"Action,Crime,Drama",7.1,2210,"2010","Drama","Extremely Long"
"Shield of Straw",2013,117,"Thriller",6.2,2362,"2010","Thriller","Long"
"Silent Night",2012,94,"Comedy,Horror,Mystery",5.2,7366,"2010","Horror","Short"
"Frances Ha",2012,86,"Comedy,Drama,Romance",7.5,72423,"2010","Drama","Very Short"
"Home Sweet Home",2013,80,"Horror,Mystery,Thriller",4.6,1648,"2010","Mystery","Very Short"
"Mississippi Grind",2015,108,"Comedy,Drama",6.4,20337,"2015","Comedy","Long"
"Grace Unplugged",2013,102,"Drama,Music",6.1,3216,"2010","Drama","Just Nice"
"The Lunchbox",2013,104,"Drama,Romance",7.8,49437,"2010","Drama","Just Nice"
"Bad Country",2014,95,"Action,Crime,Drama",5.8,7955,"2010","Crime","Short"
"Bhooter Bhabishyat",2012,123,"Comedy,Fantasy,Horror",8.1,3405,"2010","Fantasy","Extremely Long"
"Flu",2013,122,"Action,Drama,Sci-Fi",6.7,10746,"2010","Action","Extremely Long"
"The Dinner",2013,88,"Drama,Thriller",6,2207,"2010","Thriller","Very Short"
"Interior. Leather Bar.",2013,60,"Drama",5.1,2366,"2010","Drama","Very Short"
"Goodbye World",2013,99,"Comedy,Drama",5.5,6456,"2010","Comedy","Just Nice"
"1,000 Times Good Night",2013,117,"Drama,War",7.1,7350,"2010","War","Long"
"Les gamins",2013,95,"Comedy",6.2,2894,"2010","Comedy","Short"
"McCullin",2012,91,"Documentary",8.2,2173,"2010","Documentary","Short"
"The Mark of the Angels - Miserere",2013,106,"Thriller",5.7,1085,"2010","Thriller","Long"
"Teri Meri Kahaani",2012,117,"Comedy,Drama,Romance",4.7,3784,"2010","Drama","Long"
"Barefoot",2014,90,"Comedy,Drama,Romance",6.6,22808,"2010","Drama","Very Short"
"Cutie and the Boxer",2013,82,"Biography,Documentary",7.2,4471,"2010","Biography","Very Short"
"Christmas with Holly",2012,88,"Drama,Family",7,2798,"2010","Family","Very Short"
"Ruthless Man",2007,150,"Action",7.6,1496,"2005","Action","Extremely Long"
"Sag Salim",2012,98,"Comedy",6.4,5158,"2010","Comedy","Just Nice"
"Bhaag Milkha Bhaag",2013,186,"Biography,Drama,Sport",8.2,59987,"2010","Sport","Extremely Long"
"Windstorm",2013,101,"Adventure,Drama,Family",6.8,1452,"2010","Adventure","Just Nice"
"Jobs",2013,128,"Biography,Drama",5.9,92999,"2010","Biography","Extremely Long"
"Run Baby Run",2012,180,"Action,Comedy,Thriller",6.6,1515,"2010","Thriller","Extremely Long"
"Rio 2",2014,101,"Adventure,Animation,Comedy",6.3,78602,"2010","Adventure","Just Nice"
"The Berlin File",2013,121,"Action,Thriller",6.6,6454,"2010","Action","Extremely Long"
"Underground: The Julian Assange Story",2012,94,"Biography,Drama",6.7,1908,"2010","Drama","Short"
"Honey",2013,96,"Drama",6.7,1854,"2010","Drama","Short"
"All the Wilderness",2014,85,"Drama",5.8,1352,"2010","Drama","Very Short"
"Bridegroom",2013,80,"Documentary",8,4359,"2010","Documentary","Very Short"
"The Snow on the Pines",2012,91,"Drama",6.5,1415,"2010","Drama","Short"
"Ramaiya Vastavaiya",2013,148,"Action,Drama,Romance",5.7,3342,"2010","Drama","Extremely Long"
"Marighella",2012,100,"Documentary",3.5,2986,"2010","Documentary","Just Nice"
"David",2013,155,"Action,Crime,Drama",6.2,2529,"2010","Action","Extremely Long"
"I Am Big Bird: The Caroll Spinney Story",2014,86,"Biography,Documentary,Drama",7.5,1420,"2010","Documentary","Very Short"
"Lucia",2013,135,"Drama,Sci-Fi,Thriller",8.3,11377,"2010","Thriller","Extremely Long"
"The Great Beauty",2013,141,"Drama",7.8,79439,"2010","Drama","Extremely Long"
"Berserk: The Golden Age Arc II - The Battle for Doldrey",2012,95,"Action,Adventure,Animation",7.8,8562,"2010","Adventure","Short"
"Berserk: The Golden Age Arc III - The Advent",2013,110,"Action,Adventure,Animation",7.9,8092,"2010","Adventure","Long"
"Unfinished Business",2015,91,"Comedy,Drama",5.4,31632,"2015","Drama","Short"
